provider_id,hospital_name,city,state,zip_code,hospital_type,hospital_ownership,hospital_overall_rating,patient_experience_national_comparison,address,Latitudes,Longitudes
050283,STANFORD HEALTH CARE - VALLEYCARE,PLEASANTON,CA,94588,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"5555 WEST LAS POSITAS BOULEVARD
PLEASANTON, CA
",37.692133, -121.880027
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,91342,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"14445 OLIVE VIEW DRIVE
SYLMAR, CA
",34.325912, -118.445513
040084,SALINE MEMORIAL HOSPITAL,BENTON,AR,72015,Acute Care Hospitals,Proprietary,3,Below the national average,"#1 MEDICAL PARK DRIVE
BENTON, AR
",34.572715, -92.585113
050568,MADERA COMMUNITY HOSPITAL,MADERA,CA,93637,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"1250 E ALMOND AVE
MADERA, CA
",36.945427, -120.045467
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,Acute Care Hospitals,Proprietary,3,Below the national average,"1015 MEDICAL CENTER PARKWAY
SELMA, AL
",32.430248, -87.055174
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,PHOENIX,AZ,85006,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ
",33.465724, -112.058127
050380,GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,95124,Acute Care Hospitals,Proprietary,2,Below the national average,"2425 SAMARITAN DRIVE
SAN JOSE, CA
",37.251104, -121.946563
010062,WIREGRASS MEDICAL CENTER,GENEVA,AL,36340,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1200 W MAPLE AVENUE
GENEVA, AL
",31.048063, -85.890837
050131,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,94945,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"180 ROWLAND WAY
NOVATO, CA
",38.098077, -122.55966
020008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801,Acute Care Hospitals,Government - Local,3,Same as the national average,"3260 HOSPITAL DR
JUNEAU, AK
",58.328696, -134.466829
050464,DOCTORS MEDICAL CENTER,MODESTO,CA,95350,Acute Care Hospitals,Proprietary,2,Below the national average,"1441 FLORIDA AVENUE
MODESTO, CA
",37.665531, -120.996248
050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92120,Acute Care Hospitals,Voluntary non-profit - Other,3,Below the national average,"4647 ZION AVE
SAN DIEGO, CA
",32.792973, -117.095859
010038,STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,36201,Acute Care Hospitals,Proprietary,3,Below the national average,"301 EAST 18TH ST
ANNISTON, AL
",33.667701, -85.825025
050382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,91723,Acute Care Hospitals,Proprietary,2,Below the national average,"210 W SAN BERNARDINO ROAD
COVINA, CA
",34.089947, -117.893666
050167,SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,95231,Acute Care Hospitals,Government - Local,2,Below the national average,"500 W HOSPITAL ROAD
FRENCH CAMP, CA
",37.886492, -121.282061
010056,ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,35205,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"810 ST VINCENT'S DRIVE
BIRMINGHAM, AL
",33.508015, -86.788755
060006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,81401,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"800 S 3RD ST
MONTROSE, CO
",38.480881, -107.868769
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,CA,90027,Acute Care Hospitals,Proprietary,2,Below the national average,"1300 N VERMONT AVE
LOS ANGELES, CA
",34.096116, -118.291753
050026,GROSSMONT HOSPITAL,LA MESA,CA,91942,Acute Care Hospitals,Government - Hospital District or Authority,3,Below the national average,"5555 GROSSMONT CENTER DRIVE BOX 58
LA MESA, CA
",32.779435, -117.009178
010139,BROOKWOOD BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35209,Acute Care Hospitals,Proprietary,3,Below the national average,"2010 BROOKWOOD MEDICAL CENTER DRIVE
BIRMINGHAM, AL
",33.46291, -86.77685
050351,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,CA,90509,Acute Care Hospitals,Voluntary non-profit - Other,3,Above the national average,"3330 LOMITA BLVD
TORRANCE, CA
",33.812644, -118.34375
020026,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,99508,Acute Care Hospitals,Government - Federal,2,Below the national average,"4315 DIPLOMACY DR
ANCHORAGE, AK
",61.18189, -149.800578
040039,ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,72450,Acute Care Hospitals,Voluntary non-profit - Private,2,Same as the national average,"900 WEST KINGSHIGHWAY
PARAGOULD, AR
",36.052593, -90.499051
030087,SCOTTSDALE SHEA MEDICAL CENTER,SCOTTSDALE,AZ,85260,Acute Care Hospitals,Proprietary,3,Above the national average,"9003 EAST SHEA BOULEVARD
SCOTTSDALE, AZ
",33.582467, -111.886032
050289,SETON MEDICAL CENTER,DALY CITY,CA,94015,Acute Care Hospitals,Voluntary non-profit - Church,2,Below the national average,"1900 SULLIVAN AVENUE
DALY CITY, CA
",37.680315, -122.47291
050329,CORONA REGIONAL MEDICAL CENTER,CORONA,CA,92882,Acute Care Hospitals,Proprietary,3,Below the national average,"800 SOUTH MAIN STREET
CORONA, CA
",33.873327, -117.566768
030130,BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,85140,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"37000 NORTH GANTZEL ROAD
SAN TAN VALLEY, AZ
",33.214839, -111.563447
050152,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"900 HYDE ST
SAN FRANCISCO, CA
",37.789561, -122.417112
010061,HIGHLANDS MEDICAL CENTER,SCOTTSBORO,AL,35768,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"380 WOODS COVE ROAD
SCOTTSBORO, AL
",34.661254, -86.047116
041327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671,Critical Access Hospitals,Voluntary non-profit - Private,4,Not Available,"404 SOUTH BRADLEY STREET
WARREN, AR
",33.610538, -92.058665
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,CA,95116,Acute Care Hospitals,Government - Federal,2,Below the national average,"225 N JACKSON AVENUE
SAN JOSE, CA
",37.363787, -121.848823
020001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99508,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"3200 PROVIDENCE DRIVE
ANCHORAGE, AK
",61.189798, -149.817622
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,72601,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"620 NORTH MAIN STREET
HARRISON, AR
",36.236281, -93.107148
050168,ST JUDE MEDICAL CENTER,FULLERTON,CA,92835,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"101 E VALENCIA MESA DRIVE
FULLERTON, CA
",33.893503, -117.927952
050537,SUTTER DAVIS HOSPITAL,DAVIS,CA,95616,Acute Care Hospitals,Proprietary,4,Above the national average,"2000 SUTTER PLACE
DAVIS, CA
",38.562923, -121.772522
030013,YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,85364,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"2400 SOUTH AVENUE A
YUMA, AZ
",32.683899, -114.633238
050262,RONALD REAGAN U C L A MEDICAL CENTER,LOS ANGELES,CA,90095,Acute Care Hospitals,Government - State,3,Above the national average,"757 WESTWOOD PLAZA
LOS ANGELES, CA
",34.06622, -118.445346
050022,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,CA,92501,Acute Care Hospitals,Proprietary,2,Below the national average,"4445 MAGNOLIA AVENUE
RIVERSIDE, CA
",33.975701, -117.380349
050174,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,95405,Acute Care Hospitals,Voluntary non-profit - Private,4,Below the national average,"1165 MONTGOMERY DR
SANTA ROSA, CA
",38.442954, -122.701112
050423,PALO VERDE HOSPITAL,BLYTHE,CA,92225,Acute Care Hospitals,Government - Federal,2,Below the national average,"250 NORTH FIRST STREET
BLYTHE, CA
",33.61245, -114.595479
050205,EAST VALLEY GLENDORA HOSPITAL,GLENDORA,CA,91740,Acute Care Hospitals,Proprietary,4,Not Available,"150 WEST ROUTE 66
GLENDORA, CA
",34.128685, -117.865193
050336,LODI MEMORIAL HOSPITAL,LODI,CA,95240,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"975 S FAIRMONT AVENUE
LODI, CA
",38.121634, -121.285787
030064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,TUCSON,AZ,85724,Acute Care Hospitals,Voluntary non-profit - Private,1,Below the national average,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ
",32.240663, -110.944717
050126,VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,CA,91406,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"15107 VANOWEN ST
VAN NUYS, CA
",34.193917, -118.463271
050573,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,92270,Acute Care Hospitals,Proprietary,4,Below the national average,"39-000 BOB HOPE DRIVE
RANCHO MIRAGE, CA
",33.764852, -116.408085
050211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501,Acute Care Hospitals,Government - Hospital District or Authority,2,Below the national average,"2070 CLINTON AVENUE
ALAMEDA, CA
",37.76323, -122.253541
030123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,SCOTTSDALE,AZ,85255,Acute Care Hospitals,Proprietary,4,Above the national average,"7400 EAST THOMPSON PEAK PARKWAY
SCOTTSDALE, AZ
",33.669777, -111.921803
010103,PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"701 PRINCETON AVENUE SOUTHWEST
BIRMINGHAM, AL
",33.499004, -86.846742
050104,SAINT FRANCIS MEDICAL CENTER,LYNWOOD,CA,90262,Acute Care Hospitals,Voluntary non-profit - Church,3,Below the national average,"3630 EAST IMPERIAL HIGHWAY
LYNWOOD, CA
",33.931016, -118.203834
010045,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"1653 TEMPLE AVENUE NORTH
FAYETTE, AL
",33.70769, -87.823721
050468,MEMORIAL HOSPITAL OF GARDENA,GARDENA,CA,90247,Acute Care Hospitals,Proprietary,3,Below the national average,"1145 W REDONDO BEACH BLVD
GARDENA, CA
",33.892375, -118.295106
050350,BEVERLY HOSPITAL,MONTEBELLO,CA,90640,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"309 W BEVERLY BLVD
MONTEBELLO, CA
",34.016032, -118.100526
050024,PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,91950,Acute Care Hospitals,Proprietary,3,Below the national average,"2400 EAST 4TH ST
NATIONAL CITY, CA
",32.686336, -117.083243
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,GLENDALE,CA,91204,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"1420 S CENTRAL AVE
GLENDALE, CA
",34.127789, -118.257795
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,Acute Care Hospitals,Voluntary non-profit - Other,3,Below the national average,"9333 IMPERIAL HIGHWAY
DOWNEY, CA
",33.917101, -118.128998
050018,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,CA,90012,Acute Care Hospitals,Proprietary,3,Below the national average,"531 W COLLEGE ST
LOS ANGELES, CA
",34.064627, -118.239249
050225,FEATHER RIVER HOSPITAL,PARADISE,CA,95969,Acute Care Hospitals,Voluntary non-profit - Church,3,Below the national average,"5974 PENTZ ROAD
PARADISE, CA
",39.756161, -121.572305
010150,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,36037,Acute Care Hospitals,Proprietary,3,Same as the national average,"29 L V STABLER DRIVE
GREENVILLE, AL
",31.82945, -86.64586
010149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36117,Acute Care Hospitals,Government - Hospital District or Authority,5,Above the national average,"400 TAYLOR ROAD
MONTGOMERY, AL
",32.376821, -86.172095
030010,ST. MARY'S HOSPITAL,TUCSON,AZ,85745,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"1601 WEST ST MARY'S ROAD
TUCSON, AZ
",32.228884, -110.999567
050581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712,Acute Care Hospitals,Proprietary,3,Below the national average,"3700 E SOUTH ST
LAKEWOOD, CA
",33.860223, -118.148749
050625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,90048,Acute Care Hospitals,Voluntary non-profit - Other,4,Same as the national average,"8700 BEVERLY BLVD
LOS ANGELES, CA
",34.075496, -118.380122
010130,ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"7063 VETERANS PARKWAY
PELL CITY, AL
",33.605243, -86.299031
010034,COMMUNITY HOSPITAL INC,TALLASSEE,AL,36078,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"805 FRIENDSHIP ROAD
TALLASSEE, AL
",32.535293, -85.911996
010104,GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,Acute Care Hospitals,Proprietary,2,Above the national average,"3690 GRANDVIEW PARKWAY
BIRMINGHAM, AL
",33.43248, -86.723028
050002,ST ROSE HOSPITAL,HAYWARD,CA,94545,Acute Care Hospitals,Voluntary non-profit - Church,1,Below the national average,"27200 CALAROGA AVE
HAYWARD, CA
",37.63291, -122.089742
050590,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,CA,95823,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"7500 HOSPITAL DRIVE
SACRAMENTO, CA
",38.464232, -121.416477
030033,BANNER PAYSON MEDICAL CENTER,PAYSON,AZ,85541,Acute Care Hospitals,Voluntary non-profit - Other,3,Below the national average,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ
",34.231351, -111.321361
040014,WHITE COUNTY MEDICAL CENTER,SEARCY,AR,72143,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"3214 EAST RACE AVENUE
SEARCY, AR
",35.250446, -91.696758
041323,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635,Critical Access Hospitals,Voluntary non-profit - Private,3,Above the national average,"1015 UNITY ROAD
CROSSETT, AR
",33.137206, -91.93878
010089,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"3400 HIGHWAY 78 EAST
JASPER, AL
",33.841142, -87.236879
040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,72117,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"3333 SPRINGHILL DRIVE
NORTH LITTLE ROCK, AR
",34.784075, -92.218633
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,92024,Acute Care Hospitals,Voluntary non-profit - Private,4,Below the national average,"354 SANTA FE DRIVE
ENCINITAS, CA
",33.036272, -117.284237
050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,VALLEJO,CA,94589,Acute Care Hospitals,Voluntary non-profit - Other,3,Below the national average,"975 SERENO DR
VALLEJO, CA
",38.128437, -122.247586
050077,SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,92103,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"4077 5TH AVE
SAN DIEGO, CA
",32.751211, -117.161024
010108,PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,36067,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"124 S MEMORIAL DR
PRATTVILLE, AL
",32.464423, -86.450936
050093,SAINT AGNES MEDICAL CENTER,FRESNO,CA,93710,Acute Care Hospitals,Voluntary non-profit - Church,2,Below the national average,"1303 E HERNDON AVE
FRESNO, CA
",36.837102, -119.765878
050248,NATIVIDAD MEDICAL CENTER,SALINAS,CA,93906,Acute Care Hospitals,Government - Hospital District or Authority,3,Below the national average,"1441 CONSTITUTION BOULEVARD
SALINAS, CA
",36.695487, -121.631223
050179,EMANUEL MEDICAL CENTER,TURLOCK,CA,95382,Acute Care Hospitals,Voluntary non-profit - Church,3,Below the national average,"825 DELBON AVE
TURLOCK, CA
",37.510487, -120.837491
050279,HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,92252,Acute Care Hospitals,Government - Hospital District or Authority,2,Below the national average,"6601 WHITE FEATHER ROAD
JOSHUA TREE, CA
",34.132676, -116.276709
050204,PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,93552,Acute Care Hospitals,Proprietary,3,Same as the national average,"38600 MEDICAL CENTER DRIVE
PALMDALE, CA
",34.585649, -118.143668
041331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,GRAVETTE,AR,72736,Critical Access Hospitals,Proprietary,4,Above the national average,"1101 JACKSON STREET SW
GRAVETTE, AR
",36.408563, -94.45987
050082,ST JOHNS REGIONAL MEDICAL CENTER,OXNARD,CA,93030,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"1600 N ROSE AVE
OXNARD, CA
",34.216555, -119.158351
050197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"170 ALAMEDA DE LAS PULGAS
REDWOOD CITY, CA
",37.480987, -122.253223
050516,MERCY SAN JUAN MEDICAL CENTER,CARMICHAEL,CA,95608,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"6501 COYLE AVE
CARMICHAEL, CA
",38.668049, -121.312784
010033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233,Acute Care Hospitals,Government - State,3,Above the national average,"619 SOUTH 19TH STREET
BIRMINGHAM, AL
",33.533411, -86.704736
041308,MCGEHEE HOSPITAL,MCGEHEE,AR,71654,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"900 SOUTH THIRD STREET
MCGEHEE, AR
",33.618285, -91.393066
050195,WASHINGTON HOSPITAL,FREMONT,CA,94538,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"2000 MOWRY AVE
FREMONT, CA
",37.557653, -121.98087
030132,"FLORENCE HOSPITAL AT ANTHEM, LLC",FLORENCE,AZ,85132,Acute Care Hospitals,Proprietary,3,Same as the national average,"4545 NORTH HUNT HIGHWAY
FLORENCE, AZ
",33.073607, -111.486843
050426,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA,92804,Acute Care Hospitals,Proprietary,3,Below the national average,"3033 W ORANGE AVENUE
ANAHEIM, CA
",33.824735, -117.995115
050238,METHODIST HOSPITAL OF SOUTHERN CA,ARCADIA,CA,91006,Acute Care Hospitals,Voluntary non-profit - Private,5,Same as the national average,"300 W HUNTINGTON DR
ARCADIA, CA
",34.13484, -118.042466
010052,LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,36853,Acute Care Hospitals,Proprietary,3,Same as the national average,"201 MARIARDEN ROAD
DADEVILLE, AL
",32.8187, -85.741758
050557,MEMORIAL MEDICAL CENTER,MODESTO,CA,95355,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"1700 COFFEE RD
MODESTO, CA
",37.668701, -120.975674
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,Acute Care Hospitals,Government - Hospital District or Authority,3,Below the national average,"995 9TH AVENUE SOUTHWEST
BESSEMER, AL
",33.373086, -86.991709
040027,BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,72653,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"624 HOSPITAL DRIVE
MOUNTAIN HOME, AR
",36.343067, -92.395905
040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,72160,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"1703 NORTH BUERKLE ST
STUTTGART, AR
",34.517773, -91.557572
061323,PROWERS MEDICAL CENTER,LAMAR,CO,81052,Critical Access Hospitals,Government - Hospital District or Authority,3,Not Available,"401 KENDALL DRIVE
LAMAR, CO
",38.070915, -102.609068
050608,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,93215,Acute Care Hospitals,Proprietary,2,Below the national average,"1401 GARCES HIGHWAY
DELANO, CA
",35.761418, -119.238878
050009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,94558,Acute Care Hospitals,Voluntary non-profit - Church,3,Below the national average,"1000 TRANCAS ST
NAPA, CA
",38.323554, -122.295968
050128,TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056,Acute Care Hospitals,Government - Hospital District or Authority,2,Below the national average,"4002 VISTA WAY
OCEANSIDE, CA
",33.183783, -117.290918
040134,"ARKANSAS HEART HOSPITAL, LLC",LITTLE ROCK,AR,72211,Acute Care Hospitals,Proprietary,4,Above the national average,"1701 S SHACKLEFORD ROAD
LITTLE ROCK, AR
",34.739159, -92.394421
010144,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,36608,Acute Care Hospitals,Proprietary,2,Below the national average,"3719 DAUPHIN STREET
MOBILE, AL
",30.685946, -88.131719
030022,MARICOPA MEDICAL CENTER,PHOENIX,AZ,85008,Acute Care Hospitals,Government - Local,2,Below the national average,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ
",33.458525, -112.02643
050455,SAN JOAQUIN COMMUNITY HOSPITAL,BAKERSFIELD,CA,93301,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"2615 CHESTER AVENUE
BAKERSFIELD, CA
",35.383049, -119.018857
010090,PROVIDENCE HOSPITAL,MOBILE,AL,36608,Acute Care Hospitals,Voluntary non-profit - Church,2,Below the national average,"6801 AIRPORT BOULEVARD
MOBILE, AL
",30.681482, -88.197854
050390,HEMET VALLEY MEDICAL CENTER,HEMET,CA,92543,Acute Care Hospitals,Government - State,1,Below the national average,"1117 EAST DEVONSHIRE
HEMET, CA
",33.75122, -116.959859
050498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,95603,Acute Care Hospitals,Voluntary non-profit - Other,4,Same as the national average,"11815 EDUCATION STREET
AUBURN, CA
",38.944317, -121.099423
050159,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,93003,Acute Care Hospitals,Government - Local,2,Below the national average,"3291 LOMA VISTA RD
VENTURA, CA
",34.276211, -119.252245
010023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,36116,Acute Care Hospitals,Government - Hospital District or Authority,3,Below the national average,"2105 EAST SOUTH BOULEVARD
MONTGOMERY, AL
",32.327144, -86.276764
050242,DOMINICAN HOSPITAL,SANTA CRUZ,CA,95065,Acute Care Hospitals,Proprietary,4,Below the national average,"1555 SOQUEL DRIVE
SANTA CRUZ, CA
",36.988341, -121.983818
010051,GREENE COUNTY HOSPITAL,EUTAW,AL,35462,Acute Care Hospitals,Government - Local,3,Not Available,"509 WILSON AVENUE
EUTAW, AL
",32.844744, -87.889307
010019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,35660,Acute Care Hospitals,Government - Hospital District or Authority,2,Below the national average,"1300 SOUTH MONTGOMERY AVENUE
SHEFFIELD, AL
",34.748249, -87.698866
050060,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,93721,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"2823 FRESNO STREET
FRESNO, CA
",36.742582, -119.783024
100047,BAYFRONT HEALTH PUNTA GORDA,PUNTA GORDA,FL,33950,Acute Care Hospitals,Proprietary,2,Below the national average,"809 E MARION AVE
PUNTA GORDA, FL
",26.940682, -82.041788
010065,RUSSELL HOSPITAL,ALEXANDER CITY,AL,35010,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"3316 HIGHWAY 280
ALEXANDER CITY, AL
",32.93103, -85.968394
010101,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"604 STONE AVENUE
TALLADEGA, AL
",33.439801, -86.090641
040076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,72104,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"1001 SCHNEIDER DRIVE
MALVERN, AR
",34.358913, -92.786418
010024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,36106,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1725 PINE STREET
MONTGOMERY, AL
",32.366605, -86.285267
030083,ABRAZO SCOTTSDALE CAMPUS,PHOENIX,AZ,85032,Acute Care Hospitals,Proprietary,2,Below the national average,"3929 EAST BELL ROAD
PHOENIX, AZ
",33.640603, -111.997692
020017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,Acute Care Hospitals,Proprietary,3,Same as the national average,"2801 DEBARR ROAD
ANCHORAGE, AK
",61.20979, -149.827379
010164,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,35150,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"315 W HICKORY ST
SYLACAUGA, AL
",33.164666, -86.254598
010029,EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,36801,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"2000 PEPPERELL PARKWAY
OPELIKA, AL
",32.638055, -85.404003
060014,PRESBYTERIAN ST LUKES MEDICAL CENTER,DENVER,CO,80218,Acute Care Hospitals,Government - State,3,Above the national average,"1719 E 19TH AVE
DENVER, CO
",39.746089, -104.967175
040019,FORREST CITY MEDICAL CENTER,FORREST CITY,AR,72335,Acute Care Hospitals,Proprietary,2,Below the national average,"1601 NEWCASTLE ROAD
FORREST CITY, AR
",35.039275, -90.771894
041321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,ARKADELPHIA,AR,71923,Critical Access Hospitals,Voluntary non-profit - Private,3,Same as the national average,"3050 TWIN RIVERS DRIVE
ARKADELPHIA, AR
",34.122802, -93.08797
030023,FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,86001,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"1200 NORTH BEAVER STREET
FLAGSTAFF, AZ
",35.209534, -111.644835
030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,85209,Acute Care Hospitals,Proprietary,1,Below the national average,"1301 SOUTH CRISMON ROAD
MESA, AZ
",33.3911, -111.615329
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,90015,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"1401 SOUTH GRAND AVENUE
LOS ANGELES, CA
",34.037212, -118.265363
050407,CHINESE HOSPITAL,SAN FRANCISCO,CA,94133,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"845 JACKSON ST
SAN FRANCISCO, CA
",37.795695, -122.40925
